Accuracy,Precision(0.0),Precision(1.0),Recall(0.0),Recall(1.0),FPR(0.0),FPR(1.0),F1-Score(0.0),F1-Score(1.0)
0.9899031856088443,0.9988333333333334,0.7833461835003855,0.9907095153078093,0.966698382492864,0.03330161750713606,0.009290484692190702,0.9947548384955018,0.8654173764906303
0.9896078306743787,0.9969581494852253,0.847741935483871,0.9921492964305911,0.9352313167259787,0.06476868327402135,0.007850703569408868,0.994547910032179,0.8893401015228427
0.9899031856088443,0.9988333333333334,0.7833461835003855,0.9907095153078093,0.966698382492864,0.03330161750713606,0.009290484692190702,0.9947548384955018,0.8654173764906303
0.9896078306743787,0.9969581494852253,0.847741935483871,0.9921492964305911,0.9352313167259787,0.06476868327402135,0.007850703569408868,0.994547910032179,0.8893401015228427
0.9899031856088443,0.9988333333333334,0.7833461835003855,0.9907095153078093,0.966698382492864,0.03330161750713606,0.009290484692190702,0.9947548384955018,0.8654173764906303
0.9896078306743787,0.9969581494852253,0.847741935483871,0.9921492964305911,0.9352313167259787,0.06476868327402135,0.007850703569408868,0.994547910032179,0.8893401015228427
