SplittingTime,TrainingTime,TestingTime,Recall(1.0),Precision(1.0)
46.204816599,20.789852569,0.006951143,0.9380928607089366,0.8246653500109721
46.204816599,20.789852569,0.006951143,0.9380928607089366,0.8246653500109721
51.312939975,209.398793347,0.013144995,0.966698382492864,0.7833461835003855
0.318531736,70.375278683,0.105925407,0.9352313167259787,0.847741935483871
